contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
,,Only e-Bid,SMIP-05/NCB/2079-80,,,"Biratnagar-03, Morang",37424935.12,18-04-2023,SMIP-05/NCB/2079-80,"Construction of Headworks and Canal lining with Drain Protection at 114RD of CMC, Morang",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,R.K. Builders,R.K. Builders,,,Single,,19-04-2026,18-04-2025,,17-04-2025,51542445.90,2079/80,,SMIP-05/NCB/2079-80,No,37424935.12,0,,Works,NCB,Construction of Headworks,282,Sunsari Morang Irrigation Project,100,,,Goverment,25-04-2023,0.00,300070187,,,0,SMIP-05/NCB/2079-80
,,Only e-Bid,SMIP-06/NCB/2079-80,,,"Biratnagar-03, Morang",30920940.07,18-04-2023,SMIP-06/NCB/2079-80,Construction /Rehabilitation of Canal and Associated Structures of Chisang Minor and Kalikoshi Feeder Canal.,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,R.K. Builders,R.K. Builders,,,Single,,19-04-2026,18-04-2025,,17-04-2025,46962802.15,2079/80,,SMIP-06/NCB/2079-80,No,30920940.07,0,,Works,NCB,Construction /Rehabilitation of Canal and Associated Structures of Chisang Minor and Kalikoshi Feeder Canal.,282,Sunsari Morang Irrigation Project,100,,,Goverment,25-04-2023,0.00,300070187,,,0,SMIP-06/NCB/2079-80
,,Only e-Bid,SMIP-07/NCB/2079-80,,,"Birendranagar-10, Bharatpur",183200850.34,17-04-2023,SMIP-07/NCB/2079-80,Construction of Spurs in Right (western) bank of Koshi River,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Pashupati Nirman Sewa Pvt. Ltd.,Pashupati Nirman Sewa Pvt. Ltd.,,,Single,,18-04-2026,17-04-2025,,16-04-2025,210673393.48,2079/80,,SMIP-07/NCB/2079-80,No,183200850.34,0,,Works,NCB,Construction of Spurs in Right (western) bank of Koshi River,282,Sunsari Morang Irrigation Project,100,,,Goverment,24-04-2023,0.00,300079531,,,0,SMIP-07/NCB/2079-80
,,Only e-Bid,,,,"Dhangadhi-2, Kailali",516878641.13,10-05-2023,IDOKAILALI/W/NCB/79/80-28,Construction & Upgrading work of Kailali Pul Dekhi Dhangadhi 8 Hulaki Sadak ko Zero Point Samma Sadak,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"K.S. Construction Pvt. Ltd., Dhangadhi-2, Kailali","K.S. Construction Pvt. Ltd., Dhangadhi-2, Kailali",,,Single,,10-05-2026,10-05-2025,,09-05-2025,660000000.00,2079/80,,IDOKAILALI/W/NCB/79/80-28,No,516878641.13,0,,Works,NCB,Construction & Upgrading work of Kailali Pul Dekhi Dhangadhi 8 Hulaki Sadak ko Zero Point Samma Sadak,2162,"Infrastructure Development Office , Kailali",100,,,Goverment,10-05-2023,0.00,302907836,,,0,IDOKAILALI/W/NCB/79/80-28
,,Only e-Bid,,,,"Naubahini-8,Pyuthan.",1475116.17,11-04-2023,UDBO/DANG/NCB/WORKS/28-2079/80,"Bahane Bazar Integrated Infrastructure Construction Work, Naubahini-6, Pyuthan.",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bhandari Nirman Sewa,Bhandari Nirman Sewa,,,Single,,,,,15-06-2023,2499658.69,2079/80,,UDBO/DANG/NCB/WORKS/28-2079/80,No,1475116.17,0,,Works,NCB,"Bahane Bazar Integrated Infrastructure Construction Work, Naubahini-6, Pyuthan.",2015,"Urban Development & Building Office Ghorahi, Dang",100,,,Goverment,17-04-2023,0.00,300129661,,,0,UDBO/DANG/NCB/WORKS/28-2079/80
,,Only e-Bid,,,,Shuklagandaki 4 Tanahun,3502996.58,07-08-2022,5/NCB/WORKS/BM/078/79,Construction of basic health service center building,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bijendra Construction and Suppliers,Bijendra Construction and Suppliers,,,Single,,,,,,4992695.02,2078/79,,5/NCB/WORKS/BM/078/79,No,0.00,100,,Works,NCB,Construction of basic health service center building,745,BHIMAD  MUNICIPALITY,100,,,Goverment,,3275226.68,609766189,,,0,5/NCB/WORKS/BM/078/79
,,Only e-Bid,,,,byas 10 Tanahun,8464820.69,29-12-2022,5/NCB/WORKS/BM/079/80,Bhimad Bhagar Simle sadak kalopatre Yojana,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,A.B. Nirman Sewa,A.B. Nirman Sewa,,,Single,,,,,,13974184.44,2079/80,,5/NCB/WORKS/BM/079/80,No,0.00,100,,Works,NCB,Bhimad Bhagar Simle sadak kalopatre Yojana,745,BHIMAD  MUNICIPALITY,100,,,--Select source of Fund --,,0.00,304443914,,,0,5/NCB/WORKS/BM/079/80
,,Only e-Bid,,,,Thakurbaba-01 Bardiya,3855704.42,16-04-2023,UDBO/BANKE/NCB/WORK/RAJAPUR.DRAIN/079-080/57,"Construction of RCC drain work at Rajapur-4 Tharu Village, Bardiya",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shiva Construction,Shiva Construction,,,Single,,04-08-2024,05-07-2023,,05-07-2023,5999652.50,2079/80,,UDBO/BANKE/WORK/079-080/15-II,No,0.00,30,,Works,NCB,Construction of RCC drain,2115,"Urban Development and Building Office, Banke",100,,,Goverment,16-04-2023,0.00,609327098,,,0,UDBO/BANKE/NCB/WORK/RAJAPUR.DRAIN/079-080/57
,,Only e-Bid,,,,"Thakurbaba-01,Bardiya",1924490.49,07-05-2023,UDBO/BANKE/NCB/WORK/RETROFITTING.Blg/079-080/60,Retrofitting Work 4 Room Building of Himalay Adharbhut School at Thakurbaba-3 Mirchaiya Bardiya,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Jaya Thakurbaba Nirman Sewa,Jaya Thakurbaba Nirman Sewa,,,Single,,04-08-2024,05-07-2023,,05-07-2023,2999547.30,2079/80,,UDBO/BANKE/WORK/079-080/17-I,No,0.00,20,,Works,NCB,Retrofitting Work 4 Room Building,2115,"Urban Development and Building Office, Banke",100,,,Goverment,07-05-2023,0.00,303952569,,,0,UDBO/BANKE/NCB/WORK/RETROFITTING.Blg/079-080/60
,,Only e-Bid,,,,Kathmandu-26 Mitranagar,2329742.55,05-04-2023,UDBO/BANKE/NCB/WORK/HIGHMASTLIGHT.BANSAGADHI/079-080/53,Construction & Fitting of High Mast Light at Market Area Bansagadhi-05 Bardiya,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Action Active Energy Pvt.Ltd.,Action Active Energy Pvt.Ltd.,,,Single,,29-06-2024,30-06-2023,,30-06-2023,4654448.31,2079/80,,UDBO/BANAKE/WORK/2079-080/12-III,No,0.00,10,,Works,NCB,Construction & Fitting of High Mast Light,2115,"Urban Development and Building Office, Banke",100,,,Goverment,05-04-2023,0.00,?????????,,,0,UDBO/BANKE/NCB/WORK/HIGHMASTLIGHT.BANSAGADHI/079-080/53
,,Only e-Bid,,,,"Gulariya-05, Bardiya",6732840.22,07-04-2023,UDBO/BANKE/NCB/WORK/MAINAPOKHAR.DRAIN/079-080/56,Construction of RCC drain work at Mainapokhar Bazar Bardiya,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mahima Construction,Mahima Construction,,,Single,,04-08-2024,05-07-2023,,05-07-2023,9999272.90,2079/80,,UDBO/BANKE/WORK/079-080/15-I,No,0.00,20,,Works,NCB,Construction of RCC drain,2115,"Urban Development and Building Office, Banke",100,,,Goverment,16-04-2023,591000.00,604987835,,,0,UDBO/BANKE/NCB/WORK/MAINAPOKHAR.DRAIN/079-080/56
,,Only e-Bid,UAHEP/078-79/ICB/AR/L1,UAHEP/078-79/ICB/AR/L1,,"Kankai Municipality-3, Surunga, Jhapa, Nepal",7913941553.31,12-03-2023,UAHEP/078-79/ICB/AR/L1,Construction of Access Road for Upper Arun Hydro-electric Project,In-Progress,Unit rate contract,India,Nepal,--Select Country--,"Gayatri Projects Limited, India in Joint Venture with Kankai International Builders Pvt. Ltd. (GPL-KIBPL JV)",Gayatri Projects Limited,Kankai  International Builders Pvt. Ltd.,,Joint Venture,,09-02-2028,09-02-2026,,08-02-2026,11364998396.00,2078/79,,UAHEP/078-79/ICB/AR/L1,No,0.00,0,,Works,ICB,The Project includes the construction of 22 Km access road including 2.03 km long road tunnel and two bridges i.e 70.2m steel arch bridge over arun river and 15m long RCC bridge over chepuwa khola  and major slope stabilization works.,1515,Upper Arun Hydroelectric Limited (UAHEL),51,49,,Goverment,11-05-2023,0.00,619457781,619457781,,0,UAHEP/078-79/ICB/AR/L1
,,Only e-Bid,,,,"Triyuga Municipality -12, Udayapur",36456818.46,16-05-2023,GDRP/337011014/079/80-07,Resealing & Improvement Work at Gaighat Diktel Road (Ch 4+715 to Ch. 20+000),In-Progress,Unit rate contract,Nepal,Nepal,Nepal,RD/Bhanumati J.V.,R.D. & Nirman Sewa Pvt. Ltd.,Bhanumati Nirman Sewa,Dev Builders Pvt.Ltd,Joint Venture,,15-06-2023,15-05-2023,,14-05-2023,38077864.36,2079/80,,08-079/80,No,100.00,0,,Works,NCB,Resealing and improvement works at ch 4+715-20+000,532,Gaighat Diktel Road Project,51,49,,Goverment,16-05-2023,0.00,300063215,300134553,605970487,0,GDRP/337011014/079/80-07
,,Only e-Bid,,,,"Simraungadh Municipality, Bara",3085497.75,04-06-2023,DPR/NCB/W/2079/80-2,Simraungadh Banaspati Udhyan ma Sanrachana Nirman,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Janaki Construction Pvt. Ltd.,Rambabu Prasad Kusuwaha,,,Single,,16-08-2024,04-06-2023,,30-06-2023,3999562.73,2079/80,,DPR/NCB/W/2079/80-2,No,0.00,0,,Works,NCB,Simraungadh Banaspati Udhyan ma Sanrachana Nirman,305,Department of Plant Resources,100,,,Goverment,04-06-2023,3085497.75,609489590,,,0,DPR/NCB/W/2079/80-2
Earthquake,,Only e-Bid,Moud/Lamahi/TDC/NCB/04/079/80,,,Lamahi - 6 dang,4214594.00,02-04-2023,Moud/Lamahi/TDC/NCB/04/079/80,Ganga Nirman Sewa,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ganga Nirman Sewa,Ganga Nirman Sewa,,,Single,,,,,,7232572.10,2079/80,,/Moud/Lamahi/TDC/NCB/04/079/80,Yes,0.00,100,,Works,NCB,Footpath & Structures Work,2924,Lamahi Town Development Committee,100,,,Internal Resource,09-04-2023,437357414.00,305734051,,,0,Moud/Lamahi/TDC/NCB/04/079/80
Covid,,Only e-Bid,,,,Ghorahi -15 dang,27182507.65,23-07-2023,MOUD/LTDC/NCB/05/029/080,Upgrading Road Work,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ujjwal Nirman Sewa,Ujjwal Nirman Sewa,,,Single,,,,,22-07-2024,29979437.51,,,MOUD/LTDC/NCB/05/029/080,Yes,0.00,0,,Works,NCB,Upgrading Road Work At Town Planning area (Road 4-4),2924,Lamahi Town Development Committee,100,,,Internal Resource,31-07-2023,0.00,302642805,,,0,MOUD/LTDC/NCB/05/029/080
,,Only e-Bid,,,,"Beni, Myagdi",7219829.67,06-07-2023,IDO/MYAGDI/NCB/W/08/079-80,Construction / Upgrading of of Singha - Sineri - Dandakhet - Pulachaur - Gandhe - Jagannath to Dholthana Road,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Muktinath Highway Construction - Kaligandaki Nirman Sewa JV,Muktinath Highway Construction Pvt. Ltd.,Kaligandaki Nirman Sewa Pvt. Ltd.,,Joint Venture,,30-06-2025,01-07-2024,,30-06-2024,9663897.50,2079/80,,IDO/MYAGDI/NCB/W/08/079-80,No,7219829.67,25,,Works,NCB,Upgrading of motorable road,1922,"Infrastructure Development Office, Myagdi",55,45,,Goverment,12-07-2023,1240000.00,606869021,300108125,,0,IDO/MYAGDI/NCB/W/08/079-80
Others,,Only e-Bid,NCB/SM/R/P/03/2079/80,,,"Kathmandu Metropolitancity-14, Kathmandu",14070033.33,18-01-2023,NCB/SM/R/P/03/2079/80,Mathurabesi Pauwa Protection and Approach Road Construction,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Niraj Shrestha,Suva Suyog Suppliers and Construction pvt.Ltd.,,,Single,,13-08-2025,14-08-2024,,14-08-2024,18966437.24,2079/80,,NCB/SM/R/P/03/2079/80,Yes,0.00,0,,Works,NCB,Mathurabesi Pauwa Protection and Approach Road Construction,2128,Sandhikharka Municipality,100,,,Goverment,19-01-2023,0.00,610040685,,,0,NCB/SM/R/P/03/2079/80
Others,,Only e-Bid,NCB/SM/R/P/04/2079/80,,,"Sandhikharka-1, Arghakhanchi",13822137.56,02-02-2023,NCB/SM/R/P/04/2079/80,Sahid Sarala Marga Rural Road Upgrading,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shahidin MIya,Shahid Nirman Sewa,,,Single,,13-08-2025,14-08-2024,,14-08-2024,19500230.64,2079/80,,NCB/SM/R/P/04/2079/80,Yes,0.00,0,,Works,NCB,Sahid Sarala Marga Rural Road Upgrading,2128,Sandhikharka Municipality,100,,,Goverment,03-02-2023,0.00,300118414,,,0,NCB/SM/R/P/04/2079/80
Others,,Only e-Bid,NCB/SM/B/P/7/2079/080,,,"Dillibajar, Kathmandu, Nepal",15657857.29,03-04-2023,NCB/SM/B/P/7/2079/080,Construction of Supa deaurali Dharma Shala Building,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Lekhanath Bhusal,M/S Shabdik Engineering & Construction Pvt. Ltd.,,,Single,,13-08-2025,14-08-2024,,14-08-2024,19972971.58,2079/80,,NCB/SM/B/P/7/2079/080,Yes,0.00,0,,Works,NCB,Construction of Supa deaurali Dharma Shala Building,2128,Sandhikharka Municipality,100,,,Goverment,05-04-2023,0.00,610000445,,,0,NCB/SM/B/P/7/2079/080
Others,,Only e-Bid,NCB/SM/B/P/8/2079/080,,,"Butwal-11, Rupandehi",11896614.48,22-03-2023,NCB/SM/B/P/8/2079/080,NCB/SM/B/P/8/2079/080 -Gangasarobar Tal Upgrading works,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Narayan Basyal,"M/S Ghochu  Nirman Sewa,Butwal-11, Rupandehi",,,Single,,13-08-2025,14-08-2024,,14-08-2024,17105605.24,2079/80,,NCB/SM/B/P/8/2079/080,Yes,0.00,0,,Works,NCB,Gangasarobar Tal Upgrading works,2128,Sandhikharka Municipality,100,,,Goverment,24-03-2023,0.00,601762077,,,0,NCB/SM/B/P/8/2079/080 
Others,,Only e-Bid,NCB/SM/B/P/5/2079/080,NCB/SM/B/P/5/2079/080,NCB/SM/B/P/5/2079/080,"Sandhikharka-1, Arghakhanchi",57639604.40,20-02-2023,NCB/SM/B/P/5/2079/080,"NCB/SM/B/P/5/2079/080-Construction of Health Post Building (ward No.7,8 & 11)",In-Progress,Unit rate contract,Nepal,--Select Country--,Nepal,Kabi Ram Khanal,Partibha Nirman sewa,,Samjhana Nirmansewa,Joint Venture,,20-05-2025,20-05-2024,,20-05-2024,68891100.33,,,NCB/SM/B/P/5/2079/080,Yes,24701771.00,90,,Works,NCB,"Construction of Health Post Building (ward No.7,8 & 11)",2128,Sandhikharka Municipality,50,25,25,Goverment,24-02-2023,27241908.00,300118379,,300209189,0,NCB/SM/B/P/5/2079/080 
,,Only e-Bid,,,,chitwan,4516045.00,05-02-2023,5-BMC/2079/080/G/NCB/7,"Procurement of Electronic and electrical goods, BMC.",Completed,Contract for Supply of specific goods or other service,Nepal,--Select Country--,--Select Country--,Shree Ganesh Suppliers,Dev Builders Pvt.Ltd,,,Single,,,,,02-03-2023,7917345.00,2079/80,,5-BMC/2079/080/G/NCB/7,No,0.00,100,,Goods,NCB,"Procurement of electronic and electrical goods, BMC.",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,,4516045.00,605970487,,,0,5-BMC/2079/080/G/NCB/7
,,Only e-Bid,,,,chitwan,3706739.00,19-01-2023,5-BMC/2079/080/G/NCB/9,"""	Procurement of Printing related goods for Office, BMC""",Completed,Contract for Supply of specific goods or other service,Nepal,--Select Country--,--Select Country--,M/S Siddhababa Press Pvt.Ltd. Bharatpur Chitwan,M/S Siddhababa Press Pvt.Ltd. Bharatpur Chitwan,,,Single,,,,,19-05-2023,7444430.60,2079/80,,5-BMC/2079/080/G/NCB/9,No,0.00,100,,Goods,NCB,"""	Procurement of Printing related goods for Office, BMC""",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,,3706739.00,606679732,,,0,5-BMC/2079/080/G/NCB/9
,,Only e-Bid,,,,SINDHUPALCHOWK,2729441.55,17-01-2023,5-BMC/2079/080/G/NCB/10,Supply and Delivery of Stationery-Maslanda related Goods,Completed,Contract for Supply of specific goods or other service,Nepal,--Select Country--,--Select Country--,M/S L.B Multipurpose Company Pvt.Ltd. Melamchi 11 Sindhupalchok,M/S L.B Multipurpose Company Pvt.Ltd. Melamchi 11 Sindhupalchok,,,Single,,,,,,6888027.99,2079/80,,5-BMC/2079/080/W/NCB/10,No,0.00,100,,Goods,NCB,Supply and Delivery of Stationery-Maslanda related Goods,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,,2729441.55,606520515,,,0,5-BMC/2079/080/G/NCB/10
,,--Select Bidding Process --,IDO/MYAGDI/NCB/W/09/079-080,,,Hetuda Makwanpur,7261980.45,05-07-2023,IDO/MYAGDI/NCB/W/09/079-080,Constriction/ Upgrading of Poka -Neta- Arman Kimachaur Deurali Road,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Seti Devi Construction,M/S Seti Devi Construction,,,Single,,25-07-2025,29-06-2024,,29-06-2024,9999331.69,,,IDO/MYAGDI/NCB/W/09/079-080,No,0.00,0,,Works,NCB,,1922,"Infrastructure Development Office, Myagdi",100,,,Goverment,12-07-2024,640000.00,607196988,,,0,IDO/MYAGDI/NCB/W/09/079-080
Others,,Only e-Bid,NCB/SM/B/P/06/2079/80,NCB/SM/B/P/06/2079/80,NCB/SM/B/P/06/2079/80,"Sandhikharka-1, Arghakhanchi",30914638.41,21-03-2023,NCB/SM/B/P/06/2079/80,Construction of Argha Bhagawati Primary School Building,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Yubaraj Banjade,K.C. Nirman sewa,Pratiksha Nirman sewa,Shrijana Nirman Sewa,Joint Venture,,20-04-2025,19-03-2024,,19-03-2024,41539648.38,2079/80,,NCB/SM/B/P/06/2079/80,Yes,0.00,0,,Works,NCB,Construction of Argha Bhagawati Primary School Building,2128,Sandhikharka Municipality,40,30,30,Goverment,24-03-2023,0.00,300208816,300118025,608770705,0,NCB/SM/B/P/06/2079/80 
,,Only e-Bid,,,,"Butwal-04, Rupandehi",61858420.29,06-07-2023,RIDO-ARG-W-NCB-42-2079/080,"Construction of Gudung Khola Bridge, Pattharkot Harre Road",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Lumbini Construction Pvt. Ltd.,M/S Lumbini Construction Pvt. Ltd.,,,Single,,14-07-2026,14-07-2025,,13-07-2025,69492902.60,2079/80,,RIDO-ARG-W-NCB-42-2079/080,No,100.00,0,,Works,NCB,Construction of Gudung Khola Bridge along Pattharkot Harre Road.,3401,"Road Infrastructure Development Office, Arghakhanchi",100,,,Goverment,06-07-2023,2689000.00,305425467,,,0,RIDO-ARG-W-NCB-42-2079/080
Others,,Only e-Bid,NCB/SM/R/P/09/2079/080,NCB/SM/R/P/09/2079/080,NCB/SM/R/P/09/2079/080,Rupandehi,77681802.20,14-03-2023,NCB/SM/R/P/09/2079/080,NCB/SM/R/P/09/2079/080 Dhorpatan-Behore-kura-Pallabari-Duwara-Gachhe Road Upgrading,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Pream Paudel,TR ADHIKARI CONSTRUCTION PVT LTD,Poudel Construction,Shreekrishna Nirman Sewa,Joint Venture,,12-06-2025,12-06-2024,,12-06-2024,107985232.94,2079/80,,NCB/SM/R/P/09/2079/080,Yes,0.00,0,,Works,NCB,Road Upgrading,2128,Sandhikharka Municipality,40,35,25,Goverment,17-03-2023,0.00,606620701,304185209,300118948,0,NCB/SM/R/P/09/2079/080
Others,,Only e-Bid,NCB/SM/B/P/10/2079/080,,,"Sandhikharka-11, Arghakhanchi",4384104.10,02-04-2023,NCB/SM/B/P/10/2079/080,NCB/SM/B/P/10/2079/080 Construction of Mathura nandaram Adharvut School Building,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Narayan Acharya,Pradeep Nirman Sewa,,,Single,,05-07-2024,05-07-2023,,05-07-2023,5677008.65,2079/80,,NCB/SM/B/P/10/2079/080,Yes,0.00,100,,Works,NCB,Construction of Mathura nandaram Adharvut School Building,2128,Sandhikharka Municipality,100,,,Goverment,03-04-2023,4384103.00,605579794,,,0,NCB/SM/B/P/10/2079/080
Others,,Only e-Bid,NCB/SM/B/P/11/2079/080,,,"Sandhikharka-2, Arghakhanchi",4232259.00,03-04-2023,NCB/SM/B/P/11/2079/080,NCB/SM/B/P/11/2079/080 Construction of Bhagawati Secondary school Building,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Lekhnath Bhusal,Amrit Nirman Sewa,,,Single,,05-07-2024,05-07-2023,,05-07-2023,5677008.65,2079/80,,NCB/SM/B/P/11/2079/080,Yes,0.00,100,,Works,NCB,,2128,Sandhikharka Municipality,100,,,Others,04-04-2023,4232006.00,300362552,,,0,NCB/SM/B/P/11/2079/080 
Others,,Only e-Bid,NCB/SM/B/P/12/2079/080,,,"Sandhikharka-1, Arghakhanchi",2370065.22,02-04-2023,NCB/SM/B/P/12/2079/080,NCB/SM/B/P/12/2079/080-Construction of Parbati Adharvut School Buildin,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Lil Bahadur Kumal,RBR Construction,,,Single,,05-07-2024,05-07-2023,,05-07-2023,3072526.76,2079/80,,NCB/SM/B/P/12/2079/080,Yes,0.00,100,,Works,NCB,Construction of Parbati Adharvut School Building,2128,Sandhikharka Municipality,100,,,Goverment,03-04-2023,2369839.00,303277141,,,0,NCB/SM/B/P/12/2079/080
Others,,Only e-Bid,NCB/SM/B/P/13/2079/080,,,"Sandhikharka-2, Arghakhanchi",2223262.34,03-04-2023,NCB/SM/B/P/13/2079/080,NCB/SM/B/P/13/2079/080 -Construction of Janata Adharvut  school Building,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Lekhnath Bhusal,Amrit Nirman Sewa,,,Single,,05-07-2024,05-07-2023,,06-07-2023,3072526.76,2079/80,,NCB/SM/B/P/13/2079/080,Yes,0.00,100,,Works,NCB,Construction of Janata Adharvut  school Building,2128,Sandhikharka Municipality,100,,,Goverment,03-04-2023,2223151.00,300362552,,,0,NCB/SM/B/P/13/2079/080 
Others,,Only e-Bid,NCB/SM/B/P/14/2079/080,,,Sinamangal-7 Kathmandu,14027711.99,07-04-2023,NCB/SM/B/P/14/2079/080,NCB/SM/B/P/14/2079/080-Construction of Parkritik Sampadako Rupama Raheko Rock Garden Samrakshana,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Buddhi Bahadur Shrestha,Sanu Seti Devi Construction,,,Single,,14-08-2025,14-08-2024,,14-08-2024,19723844.55,2079/80,,NCB/SM/B/P/14/2079/080,Yes,0.00,0,,Works,NCB,Construction of Parkritik Sampadako Rupama Raheko Rock Garden Samrakshana,2128,Sandhikharka Municipality,100,,,Goverment,09-04-2023,0.00,611145020,,,0,NCB/SM/B/P/14/2079/080
Others,,Only e-Bid,NCB/SM/W/P/15/2079/080,,,"Kathmandu Metropolitancity-11, Kathmandu",15305432.63,29-03-2023,NCB/SM/W/P/15/2079/080,NCB/SM/W/P/15/2079/080-Historical Khanchi Durbar Reconstruction & Approach Road Construction,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kulananda Banjade,Remarkable Builders  pvt.Ltd.,,,Single,,14-08-2025,14-08-2024,,14-08-2024,19563869.36,2079/80,,NCB/SM/W/P/15/2079/080,Yes,0.00,0,,Works,NCB,Historical Khanchi Durbar Reconstruction & Approach Road Construction,2128,Sandhikharka Municipality,100,,,Others,30-03-2023,0.00,793023442,,,0,NCB/SM/W/P/15/2079/080
Others,,Only e-Bid,NCB/SM/B/P/16/2079/080,,,"Sandhikharka-11, Arghakhanchi",14794240.35,13-04-2023,NCB/SM/B/P/16/2079/080,NCB/SM/B/P/16/2079/080 -,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Narayan Acharya,Pradeep Nirman Sewa,,,Single,,14-08-2025,14-08-2024,,14-08-2024,19719680.75,2079/80,,NCB/SM/B/P/16/2079/080,Yes,0.00,0,,Works,NCB,Construction of Nirmal joyti Sustha manasthiti School Building,2128,Sandhikharka Municipality,100,,,Goverment,14-04-2023,0.00,605579794,,,0,NCB/SM/B/P/16/2079/080 
Others,,Only e-Bid,NCB/SM/B/P/17/2079/080,,,"Malarani-4, Arghakhanchi",13607544.05,13-04-2023,NCB/SM/B/P/17/2079/080,NCB/SM/B/P/17/2079/080-Rithe Khola Majha Hatiya- Jare Khola Rural Road Upgrading,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Yam Bahadur Khanal,Naya Nepal Nirman Sewa,,,Single,,15-08-2025,15-08-2024,,15-08-2024,19829099.49,2079/80,,NCB/SM/B/P/17/2079/080,Yes,1409153.00,10,,Works,NCB,Rithe Khola Majha Hatiya- Jare Khola Rural Road Upgrading,2128,Sandhikharka Municipality,100,,,Goverment,14-04-2023,1409153.00,301257464,,,0,NCB/SM/B/P/17/2079/080
Others,,Only e-Bid,NCB/SM/B/P/18/2079/080,,,"Johang-8, Gulmi",4596297.26,17-04-2023,NCB/SM/B/P/18/2079/080,NCB/SM/B/P/18/2079/080-Construction of Janata Krishna Ma. Vi. School Hostel Building,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Santosh Khanal,Gautam Nirman Sewa,,,Single,,09-07-2024,09-07-2023,,09-07-2023,6037383.21,2079/80,,NCB/SM/B/P/18/2079/080,Yes,0.00,100,,Works,NCB,Construction of Janata Krishna Ma. Vi. School Hostel Building,2128,Sandhikharka Municipality,100,,,Goverment,18-04-2023,4575343.00,603351358,,,0,NCB/SM/B/P/18/2079/080
